,date,fips,cases,deaths,Jan Temp AVG / F,Feb Temp AVG / F,Mar Temp AVG / F,Apr Temp AVG / F,May Temp AVG / F,Jun Temp AVG / F,Jul Temp AVG / F,Aug Temp AVG / F,Sep Temp AVG / F,Oct Temp AVG / F,Nov Temp AVG / F,Dec Temp AVG / F,FIPS,Density per square mile of land area - Population,Total_age0to17,Total_age85plusr,Total_age65plus,Total_age18to64,Percent of adults with a bachelor's degree or higher 2014-18,Less than a high school diploma 2014-18,Unemployment_rate_2018,Median_Household_Income_2018,Active Physicians per 100000 Population 2018 (AAMC),MD and DO Student Enrollment per 100000 Population AY 2018-2019 (AAMC),Total nurse practitioners (2019),ICU Beds,transit_scores - population weighted averages aggregated from town/city level to county,fips code,state,county,2013 NCHS scheme,High_risk_by_deaths,High_risk_by_cases
77,7/25/20,13157,766,13,43.8,50.5,52.2,61.7,73.5,75.1,79.9,78.6,77.7,66.2,50.5,48.7,13157,178.1,17895.0,832.0,10156.0,42371.0,21.0,7216,3.0,68984.0,228.7,28.6,32.23373125,0.0,171212695.0,13157,GA ,Jackson County ,Micropolitan ,1,1
78,7/25/20,13159,106,1,46.9,54.5,55.5,61.7,74.9,77.7,80.8,81.2,80.4,68.8,52.9,51.5,13159,37.8,3340.0,233.0,2454.0,8246.0,10.8,2015,3.5,51241.0,228.7,28.6,6.426423372,0.0,0.0,13159,GA ,Jasper County ,Large fringe metro ,0,0
79,7/25/20,13161,276,5,50.8,59.7,59.1,67.0,77.5,80.5,82.6,81.9,79.4,71.2,54.2,53.6,13161,45.6,3989.0,182.0,2367.0,8673.0,10.0,2165,4.9,37211.0,228.7,28.6,6.879110887,4.0,0.0,13161,GA ,Jeff Davis County ,Noncore ,0,0
80,7/25/20,13163,356,5,48.2,54.9,55.8,64.4,76.1,77.7,81.5,81.1,78.7,70.0,51.9,51.3,13163,32.2,3626.0,292.0,2819.0,8985.0,11.0,2657,5.3,38274.0,228.7,28.6,7.062657595,0.0,0.0,13163,GA ,Jefferson County ,Noncore ,0,1
81,7/25/20,13165,209,19,50.2,57.0,57.6,65.3,77.0,78.5,81.9,81.8,79.4,71.0,53.6,52.8,13165,24.0,1762.0,155.0,1458.0,5463.0,9.3,1204,5.4,31419.0,228.7,28.6,3.9744041410000004,0.0,0.0,13165,GA ,Jenkins County ,Noncore ,1,0
82,7/25/20,13167,205,4,49.3,56.0,56.4,65.0,76.6,78.4,81.9,81.7,79.3,70.9,52.7,52.3,13167,32.9,1826.0,244.0,1824.0,6058.0,10.4,1531,4.0,34849.0,228.7,28.6,4.443569665,0.0,0.0,13167,GA ,Johnson County ,Micropolitan ,0,0
83,7/25/20,13169,218,1,47.9,55.3,56.1,63.1,75.4,78.4,81.1,81.5,80.4,69.6,53.1,52.0,13169,72.8,6628.0,460.0,5048.0,16940.0,20.1,2472,3.7,55737.0,228.7,28.6,13.09818598,0.0,0.0,13169,GA ,Jones County ,Small metro ,0,0
84,7/25/20,13171,192,8,46.7,54.6,55.3,62.9,75.0,77.2,80.4,81.2,79.8,68.2,52.3,51.4,13171,99.8,3913.0,328.0,3223.0,11864.0,17.1,1577,4.6,48323.0,228.7,28.6,8.696726785,0.0,0.0,13171,GA ,Lamar County ,Large fringe metro ,1,0
85,7/25/20,13173,192,4,51.4,60.6,59.0,66.2,76.4,79.7,81.1,81.3,78.6,72.5,55.0,55.1,13173,54.4,2478.0,125.0,1456.0,6406.0,16.4,1409,4.4,41564.0,228.7,28.6,4.732850261,0.0,0.0,13173,GA ,Lanier County ,Small metro ,0,0
86,7/25/20,13175,570,1,49.8,57.6,57.3,66.2,77.2,79.3,82.3,82.0,80.0,71.3,53.8,53.4,13175,60.0,11713.0,1039.0,8359.0,27253.0,15.6,4696,4.8,42114.0,228.7,28.6,21.66171553,16.0,0.0,13175,GA ,Laurens County ,Micropolitan ,0,1
87,7/25/20,13177,480,22,50.6,59.2,58.4,66.9,77.5,80.7,82.1,82.0,80.5,72.4,55.1,54.3,13177,79.5,7765.0,296.0,3751.0,18248.0,25.6,1824,3.6,66090.0,228.7,28.6,13.62365137,0.0,0.0,13177,GA ,Lee County ,Small metro ,1,1
88,7/25/20,13179,475,2,52.6,59.9,60.3,67.7,78.7,81.0,83.4,82.8,80.6,73.6,56.4,55.5,13179,129.5,17244.0,394.0,5689.0,38564.0,18.3,3252,4.3,47685.0,228.7,28.6,28.14855827,0.0,0.0,13179,GA ,Liberty County ,Small metro ,0,1
89,7/25/20,13181,101,3,45.9,52.2,54.1,64.0,75.4,76.5,81.4,80.1,78.2,68.1,50.6,49.6,13181,38.0,1511.0,186.0,1885.0,4519.0,13.5,1005,5.0,46967.0,228.7,28.6,3.62287329,0.0,0.0,13181,GA ,Lincoln County ,Medium metro ,0,0
90,7/25/20,13183,95,1,52.5,60.0,60.4,68.1,78.8,81.0,83.4,82.7,80.4,73.2,55.9,55.1,13183,36.1,5141.0,207.0,1831.0,12026.0,15.5,1681,4.0,46428.0,228.7,28.6,8.69581134,0.0,0.0,13183,GA ,Long County ,Small metro ,0,0
91,7/25/20,13185,2608,25,51.6,61.0,59.0,66.1,76.2,79.4,80.5,80.8,78.6,73.0,55.6,55.7,13185,220.2,27869.0,1487.0,14366.0,74086.0,25.6,10001,4.1,41820.0,228.7,28.6,53.24273455,48.0,0.0,13185,GA ,Lowndes County ,Small metro ,1,1
92,7/25/20,13187,240,5,40.3,47.8,49.0,58.5,69.2,70.9,75.8,74.8,73.8,62.9,47.0,46.2,13187,105.9,5798.0,494.0,5786.0,21371.0,26.2,3270,3.6,55583.0,228.7,28.6,15.08424375,0.0,0.0,13187,GA ,Lumpkin County ,Noncore ,0,0
93,7/25/20,13193,158,10,49.2,56.5,56.3,65.3,76.3,79.8,81.2,81.7,79.8,70.6,53.3,52.7,13193,36.8,2462.0,190.0,2270.0,8411.0,8.6,2604,6.2,32868.0,228.7,28.6,6.015846323,0.0,0.0,13193,GA ,Macon County ,Noncore ,1,0
94,7/25/20,13195,274,4,43.9,50.3,52.2,61.7,73.7,75.4,80.0,78.7,77.4,66.4,50.0,48.6,13195,99.6,6837.0,441.0,5032.0,17781.0,18.0,3323,3.5,51338.0,228.7,28.6,13.57147101,0.0,0.0,13195,GA ,Madison County ,Small metro ,0,0
95,7/25/20,13197,122,4,48.4,56.1,55.6,64.6,74.8,78.3,80.1,80.5,79.5,69.3,52.7,52.0,13197,23.9,1775.0,129.0,1671.0,4905.0,13.1,1412,5.1,39114.0,228.7,28.6,3.822440283,0.0,0.0,13197,GA ,Marion County ,Medium metro ,0,0
96,7/25/20,13189,228,9,46.8,53.2,54.8,64.4,75.8,76.9,81.4,80.2,78.3,68.8,51.2,50.3,13189,85.0,5400.0,327.0,3777.0,12354.0,13.7,2550,5.6,42768.0,228.7,28.6,9.855222337999999,0.0,0.0,13189,GA ,McDuffie County ,Medium metro ,1,0
97,7/25/20,13191,124,2,53.2,60.6,60.5,67.9,78.8,81.5,83.1,82.5,80.8,74.4,57.6,56.8,13191,33.8,2316.0,367.0,3828.0,8196.0,15.6,1470,4.0,42513.0,228.7,28.6,6.563740111,0.0,0.0,13191,GA ,McIntosh County ,Small metro ,0,0
98,7/25/20,13199,320,5,46.4,54.7,54.7,63.2,74.2,76.7,80.2,80.7,79.1,67.3,51.2,50.8,13199,43.9,4488.0,481.0,4290.0,12290.0,11.5,3079,5.0,38886.0,228.7,28.6,9.643296838,0.0,0.0,13199,GA ,Meriwether County ,Large fringe metro ,0,1
99,7/25/20,13201,94,0,51.1,61.1,60.2,66.9,77.8,81.5,82.0,82.1,81.5,73.2,56.3,55.4,13201,21.7,1294.0,192.0,1264.0,3128.0,12.3,744,3.7,42483.0,228.7,28.6,2.602609921,0.0,0.0,13201,GA ,Miller County ,Noncore ,0,0
100,7/25/20,13205,552,41,50.8,60.8,59.4,66.9,77.7,80.6,81.7,81.4,80.3,72.6,55.9,55.0,13205,45.9,5034.0,395.0,3614.0,13544.0,11.1,3873,5.4,36788.0,228.7,28.6,10.15777689,0.0,0.0,13205,GA ,Mitchell County ,Noncore ,1,1
101,7/25/20,13207,361,22,47.3,54.8,55.6,62.8,75.1,77.9,80.6,81.4,80.1,68.8,52.7,51.6,13207,66.8,5633.0,595.0,5103.0,16784.0,26.3,2858,3.7,59362.0,228.7,28.6,12.59652216,0.0,0.0,13207,GA ,Monroe County ,Small metro ,1,1
102,7/25/20,13209,105,0,51.2,59.0,58.5,67.0,77.7,80.0,82.5,82.3,79.8,71.4,54.3,53.5,13209,38.1,1849.0,113.0,1575.0,5769.0,14.1,1093,5.7,41834.0,228.7,28.6,4.207842597,0.0,0.0,13209,GA ,Montgomery County ,Micropolitan ,0,0
103,7/25/20,13211,147,0,45.8,53.0,54.3,62.0,74.7,77.0,80.9,80.3,79.4,67.9,52.1,50.6,13211,51.4,4295.0,374.0,3779.0,10779.0,20.8,1691,3.6,57978.0,228.7,28.6,8.629441583,0.0,0.0,13211,GA ,Morgan County ,Large fringe metro ,0,0
104,7/25/20,13213,451,2,41.7,49.3,49.9,61.0,71.6,74.0,78.7,78.0,77.5,64.4,47.6,47.4,13213,115.0,9891.0,479.0,5931.0,24099.0,9.4,8051,5.3,46810.0,228.7,28.6,18.27273842,0.0,0.0,13213,GA ,Murray County ,Small metro ,0,1
105,7/25/20,13215,3781,75,48.1,56.7,55.9,64.4,74.9,78.4,80.9,81.0,80.3,69.4,52.5,52.1,13215,877.5,48112.0,3209.0,26004.0,120044.0,26.2,16128,5.1,46628.0,228.7,28.6,88.8713933,61.0,22.0,13215,GA ,Muscogee County ,Medium metro ,1,1
106,7/25/20,13217,1355,24,45.5,53.1,54.2,61.6,74.4,76.7,80.4,80.6,79.6,67.6,51.6,50.3,13217,367.3,28413.0,1336.0,14261.0,66867.0,19.6,9646,4.5,56598.0,228.7,28.6,50.13937625,10.0,0.0,13217,GA ,Newton County ,Large fringe metro ,1,1
107,7/25/20,13219,338,15,44.6,51.2,53.0,62.4,74.4,76.1,80.7,79.2,78.1,66.9,51.1,49.5,13219,178.0,10505.0,600.0,5955.0,22812.0,51.1,1327,3.0,99497.0,228.7,28.6,17.97567654,0.0,0.0,13219,GA ,Oconee County ,Small metro ,1,1
108,7/25/20,13221,160,7,44.5,51.0,53.0,62.4,74.3,75.9,80.7,79.2,78.1,66.8,50.4,49.0,13221,33.9,3148.0,290.0,2838.0,9068.0,16.9,2184,3.7,51105.0,228.7,28.6,6.890553949,0.0,0.0,13221,GA ,Oglethorpe County ,Small metro ,1,0
109,7/25/20,13223,1205,18,43.1,51.2,52.4,62.0,73.2,75.0,79.4,79.1,78.3,65.8,49.1,48.8,13223,455.8,42844.0,1342.0,17394.0,103806.0,24.1,9937,3.4,73309.0,228.7,28.6,75.08662362,8.0,223717077.0,13223,GA ,Paulding County ,Large fringe metro ,1,1
110,7/25/20,13225,243,10,48.5,55.8,56.0,64.6,76.1,79.2,81.1,81.4,79.4,70.3,52.9,52.2,13225,184.3,5700.0,401.0,4367.0,17230.0,19.4,2789,5.1,46525.0,228.7,28.6,12.49445006,0.0,0.0,13225,GA ,Peach County ,Small metro ,1,0
111,7/25/20,13227,211,5,41.1,48.6,49.9,59.4,70.3,72.1,77.7,76.1,75.5,64.0,47.3,47.2,13227,126.8,6500.0,559.0,7004.0,18476.0,23.7,3376,3.5,65062.0,228.7,28.6,14.63796435,6.0,0.0,13227,GA ,Pickens County ,Large fringe metro ,0,0
112,7/25/20,13229,347,5,52.2,60.6,60.5,68.4,78.6,81.0,83.0,82.2,79.6,72.3,55.5,55.0,13229,59.3,4807.0,304.0,3302.0,11280.0,11.9,2119,3.8,44389.0,228.7,28.6,8.874780823,0.0,0.0,13229,GA ,Pierce County ,Micropolitan ,0,1
113,7/25/20,13231,161,3,46.5,54.6,55.2,63.4,75.0,77.1,80.7,81.3,79.7,67.8,51.9,51.3,13231,82.7,4359.0,280.0,2969.0,11306.0,15.9,1599,3.6,66901.0,228.7,28.6,8.529200364,0.0,0.0,13231,GA ,Pike County ,Large fringe metro ,0,0
114,7/25/20,13233,509,5,42.8,51.4,52.0,62.4,73.0,75.6,79.5,79.6,78.8,66.1,49.1,49.4,13233,133.6,10778.0,654.0,6575.0,25117.0,12.2,5737,4.2,43679.0,228.7,28.6,19.43947298,0.0,0.0,13233,GA ,Polk County ,Micropolitan ,0,1
115,7/25/20,13235,75,2,50.0,57.6,57.4,65.9,77.2,80.2,82.1,82.1,80.2,71.6,54.4,54.0,13235,48.2,2025.0,270.0,2503.0,6541.0,12.4,1627,4.3,40582.0,228.7,28.6,5.066529936,6.0,0.0,13235,GA ,Pulaski County ,Small metro ,0,0
116,7/25/20,13237,303,17,47.2,54.6,55.6,62.4,75.2,77.9,81.3,81.3,80.2,69.1,52.8,51.6,13237,61.6,4348.0,436.0,5246.0,12215.0,22.2,2260,5.0,51205.0,228.7,28.6,9.982469182,0.0,0.0,13237,GA ,Putnam County ,Noncore ,1,0
117,7/25/20,13239,25,1,49.5,57.9,57.8,65.3,75.4,79.5,81.1,81.1,80.5,71.0,53.4,51.8,13239,16.6,405.0,74.0,711.0,1163.0,9.1,562,5.5,33908.0,228.7,28.6,1.043149492,0.0,,13239,GA ,Quitman County ,Noncore ,0,0
118,7/25/20,13241,150,3,39.8,47.7,47.7,58.5,68.0,69.6,74.1,73.7,72.4,61.5,46.4,45.2,13241,44.0,2858.0,446.0,4663.0,9346.0,24.8,1978,4.0,44213.0,228.7,28.6,7.720404772999999,0.0,0.0,13241,GA ,Rabun County ,Noncore ,0,0
119,7/25/20,13243,235,26,49.8,57.8,58.1,65.6,76.2,79.8,80.8,81.1,80.3,71.3,54.2,52.9,13243,18.0,1387.0,275.0,1632.0,3814.0,11.7,1129,5.9,28298.0,228.7,28.6,3.127617585,0.0,0.0,13243,GA ,Randolph County ,Noncore ,1,0
120,7/25/20,13245,2721,74,48.4,55.2,56.6,65.7,77.4,78.6,83.0,81.9,80.0,70.4,52.6,51.7,13245,618.4,46063.0,3015.0,28342.0,127149.0,21.3,21762,5.1,40168.0,228.7,28.6,92.25579318,264.0,0.0,13245,GA ,Richmond County ,Medium metro ,1,1
121,7/25/20,13247,976,12,44.8,52.4,53.6,62.1,74.2,76.1,80.4,80.6,79.4,67.0,50.8,49.7,13247,656.5,22370.0,1250.0,13059.0,55165.0,26.5,6844,4.4,59673.0,228.7,28.6,41.46690876,16.0,173859847.0,13247,GA ,Rockdale County ,Large fringe metro ,1,1
122,7/25/20,13249,41,1,49.2,56.4,56.0,65.3,75.5,79.2,80.5,81.1,79.7,70.1,53.2,52.5,13249,30.0,1309.0,88.0,897.0,3030.0,12.9,534,4.7,45378.0,228.7,28.6,2.396634813,0.0,0.0,13249,GA ,Schley County ,Micropolitan ,0,0
123,7/25/20,13251,147,9,50.1,57.4,58.0,65.4,77.3,78.8,82.0,81.7,79.0,70.9,53.7,53.0,13251,22.6,2935.0,254.0,2622.0,8381.0,14.2,1631,5.4,39048.0,228.7,28.6,6.3797356810000005,0.0,0.0,13251,GA ,Screven County ,Noncore ,1,0
124,7/25/20,13253,93,2,51.8,61.8,60.5,67.0,77.7,81.9,82.2,82.5,82.2,73.6,56.9,56.1,13253,37.1,1728.0,249.0,1918.0,4669.0,14.4,859,5.3,36869.0,228.7,28.6,3.805962275,0.0,0.0,13253,GA ,Seminole County ,Noncore ,0,0
125,7/25/20,13255,735,36,46.2,54.2,55.1,63.2,75.1,77.0,80.8,81.3,80.0,67.8,52.0,51.2,13255,326.1,15558.0,1186.0,11803.0,38739.0,16.4,7968,4.7,43510.0,228.7,28.6,30.25545476,22.0,0.0,13255,GA ,Spalding County ,Large fringe metro ,1,1
126,7/25/20,13257,474,6,43.0,49.9,51.0,61.2,72.8,74.3,79.3,78.0,77.1,65.5,49.5,47.9,13257,146.1,5787.0,437.0,5052.0,15196.0,22.1,2856,4.5,45850.0,228.7,28.6,11.91680431,6.0,543648401.0,13257,GA ,Stephens County ,Micropolitan ,0,1
127,7/25/20,13259,237,5,49.0,57.1,56.8,65.0,74.9,78.8,80.5,80.7,79.9,70.0,53.2,52.1,13259,13.2,749.0,154.0,964.0,4486.0,11.2,1292,4.7,33053.0,228.7,28.6,2.8374215439999997,0.0,0.0,13259,GA ,Stewart County ,Noncore ,0,0
128,7/25/20,13261,693,55,50.1,57.6,57.0,66.2,76.6,80.2,81.3,81.7,80.2,71.3,54.2,53.4,13261,68.0,6728.0,531.0,4979.0,18026.0,18.6,3683,5.9,37562.0,228.7,28.6,13.60946197,10.0,0.0,13261,GA ,Sumter County ,Micropolitan ,1,1
129,7/25/20,13263,119,3,47.1,55.1,54.9,63.5,74.4,77.4,80.0,80.4,79.1,68.3,51.6,51.2,13263,17.5,1016.0,134.0,1529.0,3727.0,12.0,926,5.0,37265.0,228.7,28.6,2.8708352839999995,0.0,0.0,13263,GA ,Talbot County ,Noncore ,0,0
130,7/25/20,13265,5,0,45.6,52.2,54.3,63.4,74.8,75.9,81.0,79.4,78.1,67.4,50.4,49.6,13265,8.8,272.0,69.0,423.0,913.0,7.0,372,5.1,34090.0,228.7,28.6,0.73601772,0.0,0.0,13265,GA ,Taliaferro County ,Noncore ,0,0
131,7/25/20,13267,317,1,52.2,59.4,60.1,67.4,78.5,80.4,83.1,82.6,79.8,71.9,54.8,54.0,13267,53.2,5146.0,329.0,3629.0,16616.0,13.2,4381,4.2,41440.0,228.7,28.6,11.62203104,0.0,0.0,13267,GA ,Tattnall County ,Noncore ,0,0
132,7/25/20,13269,55,2,48.0,55.4,55.4,64.3,75.2,78.4,80.4,80.9,79.4,69.3,52.3,51.7,13269,23.6,1632.0,176.0,1626.0,4781.0,11.2,1232,6.5,36310.0,228.7,28.6,3.679630875,0.0,0.0,13269,GA ,Taylor County ,Noncore ,0,0
133,7/25/20,13271,233,5,50.7,59.6,58.6,67.2,77.6,80.2,82.5,82.1,80.1,71.7,54.6,54.2,13271,37.7,2537.0,428.0,2873.0,10466.0,8.4,3607,6.8,34297.0,228.7,28.6,7.266801813,0.0,0.0,13271,GA ,Telfair County ,Noncore ,0,0
134,7/25/20,13273,274,29,50.2,58.6,58.2,66.4,77.1,80.3,81.3,81.6,80.5,71.9,54.8,53.8,13273,27.8,1987.0,179.0,1708.0,4916.0,12.3,1424,6.6,35290.0,228.7,28.6,3.941448124,0.0,0.0,13273,GA ,Terrell County ,Small metro ,1,0
135,7/25/20,13275,821,38,51.1,61.3,59.4,66.5,77.1,80.3,81.2,81.2,80.1,72.3,56.3,55.4,13275,82.1,10534.0,885.0,8131.0,25783.0,23.1,5290,4.7,41642.0,228.7,28.6,20.34484801,35.0,0.0,13275,GA ,Thomas County ,Micropolitan ,1,1
136,7/25/20,13277,1150,34,50.4,59.8,58.4,66.2,76.7,80.0,81.3,81.0,79.3,71.5,54.8,54.3,13277,154.9,10020.0,688.0,6037.0,24514.0,16.5,4705,4.0,45680.0,228.7,28.6,18.57025802,20.0,0.0,13277,GA ,Tift County ,Micropolitan ,1,1
137,7/25/20,13279,488,6,51.7,59.2,59.3,67.0,78.0,80.2,82.7,82.4,79.6,71.4,54.4,53.5,13279,74.8,7113.0,498.0,4399.0,15375.0,15.8,3362,5.8,37148.0,228.7,28.6,12.30678385,8.0,0.0,13279,GA ,Toombs County ,Micropolitan ,0,1
138,7/25/20,13281,98,1,38.8,46.7,47.1,57.6,67.2,68.9,73.1,72.6,71.2,60.6,45.2,44.5,13281,62.9,1507.0,473.0,4093.0,6252.0,26.2,902,5.5,45853.0,228.7,28.6,5.424926623999999,0.0,0.0,13281,GA ,Towns County ,Noncore ,0,0
139,7/25/20,13283,76,2,50.9,57.8,57.6,66.3,77.5,79.1,82.2,82.0,79.8,71.4,53.9,53.3,13283,34.5,1543.0,156.0,1255.0,4011.0,13.6,1207,5.8,35069.0,228.7,28.6,3.1166322460000004,0.0,0.0,13283,GA ,Treutlen County ,Noncore ,0,0
140,7/25/20,13285,2069,52,46.1,54.9,54.2,62.9,73.4,76.6,79.9,80.4,78.6,66.8,50.4,50.3,13285,161.9,16957.0,1277.0,10394.0,42683.0,18.5,7783,3.7,45234.0,228.7,28.6,32.05613493,20.0,0.0,13285,GA ,Troup County ,Micropolitan ,1,1
141,7/25/20,13287,205,18,50.4,59.2,58.3,66.4,77.0,80.1,81.6,81.2,79.5,71.8,54.8,54.3,13287,31.3,1912.0,196.0,1572.0,4428.0,12.5,966,5.1,33261.0,228.7,28.6,3.621500122,0.0,0.0,13287,GA ,Turner County ,Noncore ,1,0
142,7/25/20,13289,67,2,48.8,56.3,56.5,64.9,76.4,79.3,81.7,81.7,79.8,70.7,53.2,52.8,13289,25.2,1583.0,133.0,1862.0,4743.0,9.4,1770,5.9,42054.0,228.7,28.6,3.747831522,0.0,0.0,13289,GA ,Twiggs County ,Small metro ,0,0
143,7/25/20,13291,167,6,38.7,46.5,47.2,57.6,67.2,69.1,73.4,72.7,71.4,60.8,45.2,44.6,13291,66.3,3805.0,801.0,7923.0,12273.0,22.4,1958,3.6,45943.0,228.7,28.6,10.98579682,5.0,0.0,13291,GA ,Union County ,Noncore ,0,0
144,7/25/20,13293,440,45,47.0,54.9,55.2,63.5,75.0,77.6,80.5,81.3,79.5,68.4,52.0,51.4,13293,84.0,5823.0,520.0,4843.0,15549.0,13.7,3612,4.4,40965.0,228.7,28.6,11.99919435,28.0,0.0,13293,GA ,Upson County ,Micropolitan ,1,1
145,7/25/20,13295,453,14,41.9,50.2,49.8,61.4,71.4,74.3,78.1,77.8,77.8,63.9,48.4,48.1,13295,154.0,15094.0,1472.0,12876.0,41440.0,15.9,8731,3.9,43767.0,228.7,28.6,31.77051611,0.0,209501162.0,13295,GA ,Walker County ,Medium metro ,1,1
146,7/25/20,13297,737,32,44.5,51.5,52.9,61.8,73.9,75.8,80.2,79.3,78.4,66.8,51.0,49.4,13297,257.2,23085.0,1453.0,14488.0,55930.0,19.9,7618,3.6,65416.0,228.7,28.6,42.7984234,7.0,0.0,13297,GA ,Walton County ,Large fringe metro ,1,1
147,7/25/20,13299,983,19,52.5,61.1,60.7,68.0,78.1,81.0,82.8,82.6,79.4,72.8,56.0,55.7,13299,40.7,8564.0,851.0,6167.0,20949.0,13.9,4127,3.9,38357.0,228.7,28.6,16.33153746,22.0,0.0,13299,GA ,Ware County ,Micropolitan ,1,1
148,7/25/20,13301,45,0,46.6,53.2,54.7,64.0,75.4,76.6,81.1,80.0,78.1,68.5,50.9,50.1,13301,20.5,1065.0,154.0,1191.0,2995.0,13.4,1038,5.0,38352.0,228.7,28.6,2.40350065,0.0,0.0,13301,GA ,Warren County ,Noncore ,0,0
149,7/25/20,13303,326,1,48.2,55.0,55.8,64.3,76.2,78.2,81.9,81.5,79.2,70.4,52.0,51.5,13303,31.2,4398.0,439.0,3540.0,12448.0,14.0,2805,5.0,39444.0,228.7,28.6,9.331130117999999,0.0,0.0,13303,GA ,Washington County ,Noncore ,0,1
150,7/25/20,13305,502,2,52.3,60.2,60.4,68.2,78.6,80.8,82.9,82.2,80.0,72.9,55.8,55.1,13305,46.9,7274.0,467.0,4722.0,17812.0,12.9,3626,4.6,44607.0,228.7,28.6,13.64379116,12.0,888525913.0,13305,GA ,Wayne County ,Micropolitan ,0,1
151,7/25/20,13307,36,2,49.4,56.9,56.5,65.5,75.4,79.2,80.4,81.0,79.9,70.3,53.6,52.6,13307,13.4,508.0,93.0,617.0,1486.0,11.7,405,6.3,38187.0,228.7,28.6,1.195113349,0.0,,13307,GA ,Webster County ,Noncore ,0,0
152,7/25/20,13309,80,1,50.7,59.3,58.4,67.2,77.7,80.2,82.7,82.3,80.1,71.6,54.5,53.9,13309,25.1,1342.0,142.0,1152.0,5385.0,12.8,1208,7.4,32691.0,228.7,28.6,3.606395281,0.0,0.0,13309,GA ,Wheeler County ,Noncore ,0,0
153,7/25/20,13311,253,5,40.5,48.3,49.0,59.0,69.7,70.9,75.7,74.8,73.6,62.8,47.2,46.0,13311,112.8,5931.0,636.0,6890.0,17149.0,21.4,3059,3.0,51579.0,228.7,28.6,13.7179422,0.0,0.0,13311,GA ,White County ,Noncore ,0,0
154,7/25/20,13313,2571,22,42.1,50.1,50.1,61.8,72.2,75.1,79.3,78.9,78.6,64.5,48.4,48.1,13313,353.2,26870.0,1641.0,14620.0,62572.0,15.7,20409,4.7,47074.0,228.7,28.6,47.63151488,34.0,0.0,13313,GA ,Whitfield County ,Small metro ,1,1
155,7/25/20,13315,151,18,50.6,58.8,58.1,66.6,77.5,80.3,82.2,82.0,80.2,71.9,54.8,54.6,13315,24.5,1673.0,204.0,1591.0,5548.0,11.4,1123,5.2,35961.0,228.7,28.6,4.033450339,0.0,0.0,13315,GA ,Wilcox County ,Noncore ,1,0
156,7/25/20,13317,161,3,45.3,51.8,53.9,63.4,74.6,75.7,81.0,79.3,78.0,67.1,50.0,49.1,13317,22.6,2088.0,305.0,2282.0,5506.0,12.6,1362,4.6,39361.0,228.7,28.6,4.520467039,0.0,0.0,13317,GA ,Wilkes County ,Noncore ,0,0
157,7/25/20,13319,155,10,48.7,56.0,56.4,64.8,76.4,78.9,82.1,82.0,79.9,70.8,52.8,52.4,13319,21.4,2053.0,192.0,1751.0,5232.0,10.6,976,4.4,41036.0,228.7,28.6,4.13598017,0.0,0.0,13319,GA ,Wilkinson County ,Noncore ,1,0
158,7/25/20,13321,397,23,50.4,59.7,58.6,66.5,77.0,80.2,81.6,81.1,79.6,72.0,55.0,54.3,13321,38.0,4540.0,372.0,3872.0,11887.0,10.4,2659,4.4,48708.0,228.7,28.6,9.291308264,0.0,0.0,13321,GA ,Worth County ,Small metro ,1,1
